Sr. No,Security Symbol,Security Name,Industry,Equity,Market Capitalisation,Weightage,Beta,R2,Volatility,Monthly Return,Avg. Impact Cost,Market Capitalisation Type,Year,Month
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886863450.0,97255.54,1.16,0.74,0.17,1.24,2.03,0.02,Free,2023,Oct
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10443499852.0,53828.93,0.64,1.13,0.39,1.24,-5.97,0.02,Free,2023,Oct
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,79803.61,0.93,2.55,0.12,1.44,-0.22,0.02,Free,2023,Sep
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,65950.23,0.77,1.97,0.2,1.89,4.16,0.03,Free,2023,Sep
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,51711.07,0.6,0.58,0.07,1.43,6.72,0.01,Free,2023,Sep
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,142507.39,1.65,0.45,0.07,1.13,-2.92,0.02,Free,2023,Sep
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6162939698.0,287510.38,3.34,0.85,0.19,0.93,6.49,0.02,Free,2023,Sep
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,57312.45,0.67,0.57,0.08,1.55,9.75,0.02,Free,2023,Sep
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1211837076.0,208237.84,2.42,1.11,0.23,1.23,9.04,0.01,Free,2023,Sep
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,83553.36,0.97,1.19,0.28,1.02,3.45,0.03,Free,2023,Sep
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,33081.97,0.38,0.48,0.05,1.58,1.78,0.02,Free,2023,Sep
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28026723695.0,233675.61,2.71,0.67,0.16,1.05,8.17,0.02,Free,2023,Sep
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,53549.92,0.62,0.49,0.07,0.88,1.55,0.02,Free,2023,Sep
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614634956.0,62243.98,0.72,0.35,0.03,1.09,-5.68,0.02,Free,2023,Sep
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,67311.78,0.78,0.76,0.11,2.25,28.32,0.03,Free,2023,Sep
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,47977.39,0.56,0.32,0.01,1.21,4.82,0.03,Free,2023,Sep
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,833923820.0,68023.33,0.79,0.42,0.05,1.35,-0.37,0.02,Free,2023,Sep
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273749460.0,47180.04,0.55,0.89,0.14,1.12,3.31,0.02,Free,2023,Sep
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,71622.37,0.83,0.98,0.31,1.27,8.46,0.02,Free,2023,Sep
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,130682.51,1.52,1.02,0.25,1.21,5.34,0.02,Free,2023,Sep
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7580137319.0,1145386.8,13.3,1.2,0.46,1.2,-2.87,0.01,Free,2023,Sep
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21499639940.0,68519.35,0.8,1.01,0.15,1.16,-1.14,0.02,Free,2023,Sep
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399737956.0,39718.21,0.46,0.78,0.14,1.4,4.85,0.02,Free,2023,Sep
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,71960.93,0.84,1.46,0.24,1.98,7.13,0.02,Free,2023,Sep
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,220139.78,2.56,0.57,0.11,0.73,-1.57,0.01,Free,2023,Sep
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14005936808.0,666612.56,7.74,0.93,0.37,0.93,-0.71,0.02,Free,2023,Sep
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12470914522.0,393487.28,4.57,0.73,0.17,0.91,1.07,0.02,Free,2023,Sep
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7769477670.0,93251.91,1.08,1.36,0.28,1.43,3.68,0.02,Free,2023,Sep
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20751789260.0,512356.28,5.95,1.36,0.35,0.92,0.0,0.02,Free,2023,Sep
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,72446.08,0.84,1.14,0.26,1.22,-0.01,0.02,Free,2023,Sep
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937255425.0,255271.79,2.96,0.81,0.23,0.87,-1.31,0.01,Free,2023,Sep
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295913763.0,47791.66,0.55,1.21,0.23,1.18,0.32,0.03,Free,2023,Sep
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2811297434.0,365504.23,4.24,0.85,0.2,1.2,11.87,0.03,Free,2023,Sep
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,139158.34,1.62,1.02,0.21,1.43,-1.34,0.02,Free,2023,Sep
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,141031.03,1.64,0.64,0.15,1.19,6.07,0.02,Free,2023,Sep
34,NTPC,NTPC Ltd.,POWER,96966661340.0,116669.8,1.35,0.69,0.12,1.79,11.46,0.03,Free,2023,Sep
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,80290.7,0.93,0.56,0.12,0.81,2.37,0.02,Free,2023,Sep
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,74819.32,0.87,0.6,0.09,1.35,10.16,0.02,Free,2023,Sep
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,91031.99,1.06,0.51,0.05,1.56,8.91,0.04,Free,2023,Sep
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656234570.0,793269.35,9.21,0.0,0.0,0.85,-2.58,0.01,Free,2023,Sep
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10010400420.0,58804.1,0.68,1.01,0.25,1.19,0.99,0.03,Free,2023,Sep
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,229698.54,2.67,1.25,0.34,1.01,6.63,0.02,Free,2023,Sep
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,125099.53,1.45,0.37,0.06,0.91,4.23,0.02,Free,2023,Sep
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373.0,361517.2,4.2,1.0,0.32,0.88,5.12,0.02,Free,2023,Sep
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650.0,52952.27,0.61,0.87,0.22,1.47,5.1,0.02,Free,2023,Sep
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6644634000.0,110967.38,1.29,0.99,0.17,1.21,4.86,0.02,Free,2023,Sep
45,TATASTEEL,Tata Steel Ltd.,STEEL,12221532630.0,103973.47,1.21,1.2,0.26,1.5,4.88,0.03,Free,2023,Sep
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4877520525.0,76342.17,0.89,1.03,0.17,1.53,1.73,0.03,Free,2023,Sep
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,131386.67,1.53,0.6,0.11,1.15,1.43,0.02,Free,2023,Sep
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,30991.65,0.36,1.1,0.26,1.41,4.25,0.02,Free,2023,Sep
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886863450.0,95322.5,1.11,0.74,0.18,1.34,-0.51,0.02,Free,2023,Sep
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10443499852.0,57247.87,0.66,1.11,0.36,1.47,-0.58,0.02,Free,2023,Sep
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,80094.31,0.8,1.65,0.15,1.15,-4.45,0.01,Free,2024,Apr
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,97306.91,0.98,1.39,0.18,1.06,-1.26,0.03,Free,2024,Apr
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,59857.12,0.6,0.74,0.1,1.83,-6.45,0.02,Free,2024,Apr
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,129652.18,1.3,0.69,0.18,0.87,1.02,0.02,Free,2024,Apr
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6171986594.0,331012.28,3.32,1.01,0.24,1.75,11.33,0.02,Free,2024,Apr
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2831797560.0,100853.34,1.01,0.5,0.05,1.42,-2.67,0.02,Free,2024,Apr
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640.0,192854.34,1.94,0.97,0.16,2.17,-4.44,0.02,Free,2024,Apr
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,87608.29,0.88,0.9,0.2,1.41,-1.76,0.03,Free,2024,Apr
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57969.81,0.58,1.24,0.18,1.6,0.82,0.08,Free,2024,Apr
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28275435385.0,343975.2,3.45,0.6,0.11,1.47,7.63,0.03,Free,2024,Apr
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,56368.37,0.57,0.57,0.11,0.74,-2.75,0.02,Free,2024,Apr
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614730808.0,73470.25,0.74,0.28,0.01,1.24,-6.48,0.02,Free,2024,Apr
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,103589.92,1.04,1.3,0.19,1.38,4.65,0.04,Free,2024,Apr
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,51000.55,0.51,0.67,0.09,1.42,16.17,0.03,Free,2024,Apr
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834091330.0,75554.31,0.76,0.54,0.07,1.33,0.75,0.02,Free,2024,Apr
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273805630.0,62939.7,0.63,0.97,0.15,1.47,14.38,0.02,Free,2024,Apr
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452.0,88929.2,0.89,1.12,0.31,1.48,5.44,0.02,Free,2024,Apr
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,144631.29,1.45,0.88,0.16,1.6,-11.46,0.02,Free,2024,Apr
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7596624375.0,1143215.24,11.48,1.19,0.38,1.17,4.99,0.02,Free,2024,Apr
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21508620690.0,61512.18,0.62,0.61,0.07,0.96,-7.85,0.02,Free,2024,Apr
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399843482.0,59036.54,0.59,0.92,0.13,1.38,-3.8,0.02,Free,2024,Apr
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,94126.91,0.94,1.25,0.2,1.31,15.02,0.02,Free,2024,Apr
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,199144.54,2.0,0.64,0.19,0.72,-1.5,0.02,Free,2024,Apr
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14042931430.0,807749.42,8.11,0.9,0.31,1.49,5.22,0.03,Free,2024,Apr
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12481470212.0,386066.23,3.88,0.71,0.16,1.05,1.7,0.03,Free,2024,Apr
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7782848090.0,100269.93,1.01,1.22,0.27,1.45,-2.4,0.03,Free,2024,Apr
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20753570950.0,507081.55,5.09,1.13,0.24,1.1,-5.17,0.02,Free,2024,Apr
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,84137.8,0.84,1.29,0.35,1.61,6.26,0.03,Free,2024,Apr
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9939474770.0,238889.91,2.4,0.95,0.21,2.7,-9.05,0.02,Free,2024,Apr
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,296163369.0,43209.76,0.43,0.91,0.14,1.3,-4.7,0.03,Free,2024,Apr
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749259316.0,424911.5,4.27,1.05,0.25,1.2,-4.51,0.02,Free,2024,Apr
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,206474.22,2.07,1.15,0.2,1.69,12.23,0.02,Free,2024,Apr
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,169253.91,1.7,0.78,0.17,1.51,1.72,0.02,Free,2024,Apr
34,NTPC,NTPC Ltd.,POWER,96966661340.0,172569.63,1.73,1.24,0.25,1.27,8.16,0.03,Free,2024,Apr
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,89448.52,0.9,0.52,0.08,1.51,-4.38,0.03,Free,2024,Apr
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,110308.29,1.11,1.17,0.2,1.68,5.52,0.02,Free,2024,Apr
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,137561.98,1.38,0.91,0.13,1.11,9.01,0.03,Free,2024,Apr
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656904280.0,992526.79,9.96,1.19,0.43,0.81,-1.27,0.02,Free,2024,Apr
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10013767540.0,64733.75,0.65,0.94,0.21,1.1,-4.25,0.04,Free,2024,Apr
40,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3757928100.0,70959.38,0.71,1.05,0.12,1.63,8.13,0.0,Free,2024,Apr
41,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,317080.31,3.18,1.16,0.3,1.64,9.82,0.02,Free,2024,Apr
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,162181.85,1.63,0.56,0.1,1.4,-7.31,0.02,Free,2024,Apr
43,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,387056.49,3.89,0.84,0.19,1.0,-1.44,0.02,Free,2024,Apr
44,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,69700.91,0.7,0.8,0.14,1.83,1.11,0.03,Free,2024,Apr
45,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6646503266.0,177523.78,1.78,1.07,0.22,0.93,1.52,0.02,Free,2024,Apr
46,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,135945.61,1.36,1.49,0.36,1.05,5.87,0.03,Free,2024,Apr
47,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4882835570.0,80203.02,0.81,1.16,0.22,2.09,1.23,0.03,Free,2024,Apr
48,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,149764.86,1.5,0.76,0.18,1.29,-5.59,0.02,Free,2024,Apr
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886902440.0,115151.03,1.16,1.0,0.27,1.13,2.28,0.02,Free,2024,Apr
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10449985326.0,65232.99,0.65,1.25,0.3,1.13,-3.69,0.03,Free,2024,Apr
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,86143.27,0.9,2.02,0.16,1.16,4.56,0.02,Free,2024,Feb
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,96983.76,1.01,1.49,0.18,1.47,9.34,0.03,Free,2024,Feb
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,61412.15,0.64,0.66,0.09,1.85,-3.96,0.02,Free,2024,Feb
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,127217.73,1.32,0.6,0.13,1.25,-4.6,0.02,Free,2024,Feb
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902.0,298375.24,3.1,0.93,0.22,1.52,0.69,0.02,Free,2024,Feb
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,89520.35,0.93,0.63,0.08,1.7,3.15,0.02,Free,2024,Feb
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154.0,180642.43,1.88,0.98,0.18,1.28,-5.36,0.02,Free,2024,Feb
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,86458.26,0.9,0.98,0.23,1.17,-2.06,0.03,Free,2024,Feb
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57635.74,0.6,0.93,0.11,3.42,20.21,0.08,Free,2024,Feb
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680.0,284185.19,2.96,0.65,0.14,1.19,-4.04,0.03,Free,2024,Feb
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,58602.0,0.61,0.54,0.1,1.26,-4.49,0.02,Free,2024,Feb
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796.0,77685.48,0.81,0.15,0.0,1.29,9.57,0.02,Free,2024,Feb
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,99576.75,1.04,1.09,0.15,2.63,7.52,0.04,Free,2024,Feb
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,44456.01,0.46,0.62,0.06,0.97,-4.95,0.03,Free,2024,Feb
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985.0,78228.64,0.81,0.51,0.07,1.02,4.95,0.02,Free,2024,Feb
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500.0,51913.31,0.54,0.94,0.15,1.72,-1.23,0.02,Free,2024,Feb
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,80803.78,0.84,1.0,0.28,1.97,0.75,0.02,Free,2024,Feb
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,176090.14,1.83,1.0,0.21,1.45,5.57,0.02,Free,2024,Feb
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7590490215.0,1054596.9,10.97,1.27,0.44,1.04,-4.04,0.02,Free,2024,Feb
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21506596160.0,61332.51,0.64,0.77,0.1,1.78,0.94,0.02,Free,2024,Feb
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399774306.0,57512.03,0.6,0.84,0.12,1.82,-4.22,0.02,Free,2024,Feb
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,73596.9,0.77,1.25,0.2,2.9,-13.03,0.02,Free,2024,Feb
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,215380.92,2.24,0.55,0.13,0.72,-2.79,0.02,Free,2024,Feb
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14028184004.0,738022.76,7.68,0.89,0.32,1.23,2.34,0.03,Free,2024,Feb
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12475608672.0,359887.63,3.74,0.76,0.2,1.32,-7.98,0.03,Free,2024,Feb
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7777321820.0,97501.56,1.01,1.21,0.24,1.44,-3.86,0.03,Free,2024,Feb
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20752177945.0,597477.62,6.22,1.25,0.26,1.18,0.78,0.02,Free,2024,Feb
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,76307.7,0.79,1.1,0.32,1.29,-2.27,0.03,Free,2024,Feb
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937658705.0,248479.83,2.58,1.03,0.33,1.15,-7.44,0.02,Free,2024,Feb
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295915763.0,48626.76,0.51,1.15,0.19,1.11,-2.71,0.03,Free,2024,Feb
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749096630.0,411085.2,4.28,0.9,0.2,1.43,-0.06,0.02,Free,2024,Feb
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,173015.65,1.8,1.1,0.21,2.02,17.01,0.02,Free,2024,Feb
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,149061.62,1.55,0.7,0.16,1.79,10.81,0.02,Free,2024,Feb
34,NTPC,NTPC Ltd.,POWER,96966661340.0,159455.86,1.66,1.05,0.21,1.66,5.7,0.03,Free,2024,Feb
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,92616.36,0.96,0.5,0.08,1.14,3.6,0.03,Free,2024,Feb
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,103191.0,1.07,1.09,0.2,1.98,4.9,0.02,Free,2024,Feb
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,128903.11,1.34,0.63,0.07,2.41,9.08,0.03,Free,2024,Feb
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656842410.0,988331.15,10.28,1.27,0.47,0.95,2.4,0.02,Free,2024,Feb
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10012402030.0,69951.4,0.73,0.95,0.22,1.43,10.81,0.04,Free,2024,Feb
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,287089.59,2.99,1.18,0.31,1.83,16.8,0.02,Free,2024,Feb
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,170371.38,1.77,0.39,0.06,1.06,11.24,0.02,Free,2024,Feb
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,414860.05,4.32,0.86,0.21,1.53,7.32,0.02,Free,2024,Feb
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,74838.79,0.78,0.8,0.17,1.19,6.44,0.03,Free,2024,Feb
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6645694230.0,167340.57,1.74,1.09,0.22,1.53,7.46,0.02,Free,2024,Feb
45,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,116048.12,1.21,1.25,0.34,1.57,3.6,0.03,Free,2024,Feb
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4880072285.0,79570.95,0.83,1.09,0.19,1.34,-4.48,0.03,Free,2024,Feb
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,151231.53,1.57,0.63,0.15,1.03,-1.98,0.02,Free,2024,Feb
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,23621.55,0.25,1.23,0.28,2.8,-12.65,0.03,Free,2024,Feb
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886866740.0,114232.16,1.19,0.89,0.23,1.18,-2.7,0.02,Free,2024,Feb
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10448471264.0,73150.79,0.76,1.24,0.31,1.83,8.46,0.03,Free,2024,Feb
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,82383.32,0.87,2.46,0.11,1.99,10.29,0.02,Free,2024,Jan
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,88695.52,0.93,1.64,0.14,2.13,17.89,0.03,Free,2024,Jan
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,63941.97,0.67,0.65,0.1,0.97,11.38,0.02,Free,2024,Jan
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,133346.67,1.4,0.53,0.11,0.97,-13.07,0.01,Free,2024,Jan
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902.0,296335.38,3.12,0.92,0.24,1.54,-3.13,0.03,Free,2024,Jan
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,86783.59,0.91,0.57,0.07,1.83,12.8,0.02,Free,2024,Jan
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154.0,190864.38,2.01,1.04,0.2,1.8,-6.34,0.01,Free,2024,Jan
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,88275.52,0.93,1.06,0.25,1.27,-3.47,0.03,Free,2024,Jan
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,47947.86,0.5,0.75,0.1,1.73,11.47,0.02,Free,2024,Jan
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680.0,296163.8,3.12,0.67,0.16,1.47,13.42,0.03,Free,2024,Jan
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,61354.36,0.65,0.52,0.1,1.3,-2.62,0.02,Free,2024,Jan
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796.0,70897.48,0.75,0.21,0.01,2.17,8.4,0.02,Free,2024,Jan
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,92610.71,0.97,0.97,0.15,2.38,8.02,0.03,Free,2024,Jan
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,46772.59,0.49,0.49,0.03,1.47,-5.98,0.03,Free,2024,Jan
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985.0,74537.77,0.78,0.53,0.08,1.6,5.58,0.02,Free,2024,Jan
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500.0,52559.42,0.55,0.92,0.15,1.47,-7.33,0.02,Free,2024,Jan
